"","X","upper","lower","pred","obs","type","variable"
"18083",2610,7.60709778586272,5.03200610360261,6.319552,6.5,"Validation","pH"
"18086",2611,4.65804223151589,3.57463332085228,4.116338,4.2,"Validation","pH"
"18089",2612,5.99731353329046,4.2974605221905,5.147387,5.4,"Validation","pH"
"18091",2613,7.17853324704658,4.85716945833672,6.0178514,6.23,"Validation","pH"
"18094",2614,7.31749831756254,4.91473186889986,6.116115,5.9,"Validation","pH"
"18098",2615,6.30203006355073,4.43125488670562,5.3666425,5.1,"Validation","pH"
"18100",2616,6.50536332340666,4.50055613307527,5.5029597,5.7,"Validation","pH"
"18104",2617,6.35275708047234,4.45454157980598,5.4036493,5.4,"Validation","pH"
"18107",2618,6.62133060023885,4.59609569980998,5.608713,5.67,"Validation","pH"
"18110",2619,10.1732385565529,6.14120312435525,8.157221,7.8,"Validation","pH"
"18113",2620,5.03595763013555,3.80558461382197,4.420771,4.3,"Validation","pH"
"18115",2621,6.23736083975155,4.38617527017277,5.311768,5,"Validation","pH"
"18118",2622,6.02568331071349,4.31266984632997,5.1691766,5.1,"Validation","pH"
"18122",2623,7.32879212105566,4.90939852988428,6.1190953,6.11,"Validation","pH"
"18125",2624,6.456514696044,4.4589430294809,5.457729,5.6,"Validation","pH"
"18128",2625,6.00218376689016,4.29977050251902,5.150977,5.2,"Validation","pH"
"18131",2626,5.62191044799086,4.12415469177965,4.8730326,4.9,"Validation","pH"
"18134",2627,6.94099728635555,4.72206290193791,5.83153,5.7,"Validation","pH"
"18136",2628,6.18084522558512,4.38917449639974,5.28501,5.3,"Validation","pH"
"18140",2629,6.05687022737992,4.31680035062301,5.1868353,5.5,"Validation","pH"
"18143",2630,6.57150091315525,4.55147062157375,5.561486,5.8,"Validation","pH"
"18145",2631,6.32022359681296,4.45524427580667,5.387734,5.5,"Validation","pH"
"18149",2632,6.03996299339913,4.31220222876884,5.1760826,5.1,"Validation","pH"
"18152",2633,6.94257850356152,4.72156219773242,5.8320704,5.9,"Validation","pH"
"18155",2634,7.53594551613169,5.0080751366393,6.2720103,6.3,"Validation","pH"
"18158",2635,6.06990271364721,4.33165330136744,5.200778,5.1,"Validation","pH"
"18161",2636,7.5608383032427,4.98688355955027,6.273861,6.2,"Validation","pH"
"18164",2637,7.69363494281152,5.07280640240332,6.3832207,6.4,"Validation","pH"
"18166",2638,6.15191396710429,4.35827890398946,5.2550964,4.6,"Validation","pH"
"18170",2639,8.3479350415403,5.32721678341087,6.837576,6.8,"Validation","pH"
"18173",2640,7.80590649424842,5.09248618305871,6.4491963,6.3,"Validation","pH"
"18176",2641,7.08815617012664,4.80048995566682,5.944323,6.1,"Validation","pH"
"18178",2642,6.17754967164577,4.37339656401097,5.275473,4.9,"Validation","pH"
"18182",2643,5.80868034994637,4.19674033486809,5.0027103,5.8,"Validation","pH"
"18185",2644,6.21652263033845,4.40556580197356,5.311044,5.1,"Validation","pH"
"18187",2645,5.69803545788931,4.15756108446909,4.9277983,5,"Validation","pH"
"18190",2646,7.38293893340871,4.91149847503856,6.1472187,6.3,"Validation","pH"
"18194",2647,7.52676982856167,4.94498519920932,6.2358775,6.5,"Validation","pH"
"18197",2648,6.49493863804573,4.53272459285026,5.5138316,5.6,"Validation","pH"
"18200",2649,6.96765254453654,4.76185680910115,5.8647547,5.9,"Validation","pH"
"18202",2650,6.55172867482407,4.56238131815688,5.557055,5.5,"Validation","pH"
"18205",2651,6.18019200537604,4.38691710259515,5.2835546,5.5,"Validation","pH"
"18208",2652,6.44835269604659,4.49101269091631,5.4696827,5.5,"Validation","pH"
"18211",2653,7.64910784662615,5.04814633428205,6.348627,6.4,"Validation","pH"
"18215",2654,6.60163578353546,4.58373180069306,5.592684,5.4,"Validation","pH"
"18218",2655,5.73098702281828,4.16612677723055,4.948557,4.9,"Validation","pH"
"18220",2656,6.07887520659477,4.3324359430024,5.2056556,5.1,"Validation","pH"
"18223",2657,5.62031673833216,4.11336589411412,4.8668413,5.5,"Validation","pH"
"18226",2658,7.10744423977892,4.81811194308241,5.962778,6.3,"Validation","pH"
"18230",2659,7.59853161985476,5.04159746950071,6.3200645,5.8,"Validation","pH"
"18232",2660,5.46563993991931,4.01948941646497,4.7425647,4.8,"Validation","pH"
"18236",2661,6.12801155542666,4.35854831243223,5.24328,5.5,"Validation","pH"
"18239",2662,5.93203482754716,4.27229180209152,5.1021633,5.4,"Validation","pH"
"18242",2663,5.91842024479726,4.26484258021495,5.0916314,4.9,"Validation","pH"
"18245",2664,5.93578640179809,4.27516731066529,5.105477,5,"Validation","pH"
"18248",2665,6.44055656546014,4.50945278054816,5.4750047,5.7,"Validation","pH"
"18251",2666,7.18630217643746,4.81570816902152,6.001005,5.8,"Validation","pH"
"18254",2667,7.17461579917106,4.71482759835091,5.9447217,6.8,"Validation","pH"
"18256",2668,5.48486676766741,4.04241499350203,4.763641,4.9,"Validation","pH"
"18259",2669,6.20248306131546,4.38501083516891,5.293747,5,"Validation","pH"
"18262",2670,7.01039711465336,4.77412208090328,5.8922596,5.82,"Validation","pH"
"18266",2671,7.16584482353261,4.81521615821788,5.9905305,6,"Validation","pH"
"18269",2672,6.8919928195803,4.72153543206765,5.806764,5.8,"Validation","pH"
"18271",2673,6.36333805250956,4.46298164200948,5.41316,5.7,"Validation","pH"
"18275",2674,6.37644127476777,4.46750136744414,5.4219713,5.5,"Validation","pH"
"18278",2675,6.82251384526088,4.684460375015,5.753487,5.9,"Validation","pH"
"18281",2676,7.67562018340701,5.02965439850217,6.3526373,6.4,"Validation","pH"
"18284",2677,7.1266762855176,4.81921604846678,5.972946,6.3,"Validation","pH"
"18287",2678,6.53909419516,4.55233551522818,5.545715,5.8,"Validation","pH"
"18290",2679,6.33009033507545,4.44080466919701,5.3854475,5.2,"Validation","pH"
"18293",2680,5.28700902814527,3.91470548754077,4.6008573,3.9,"Validation","pH"
"18295",2681,5.80101847298636,4.21060300223336,5.0058107,5.3,"Validation","pH"
"18298",2682,5.78860419564356,4.10402256674658,4.9463134,5.3,"Validation","pH"
"18302",2683,6.83435347337686,4.68613335828817,5.7602434,5.7,"Validation","pH"
"18305",2684,5.09468661317849,3.79686345090842,4.445775,4.4,"Validation","pH"
"18308",2685,6.65374214633646,4.60514705196676,5.6294446,5.9,"Validation","pH"
"18310",2686,7.36700116299424,4.9246505627748,6.145826,6.04,"Validation","pH"
"18314",2687,6.8615262268502,4.70230700984414,5.7819166,5.8,"Validation","pH"
"18316",2688,5.81270912654237,4.18353816502257,4.9981236,4.8,"Validation","pH"
"18320",2689,6.46748368255726,4.51607211120495,5.491778,5.7,"Validation","pH"
"18323",2690,8.13379309622541,5.22440506966814,6.679099,6.5,"Validation","pH"
"18326",2691,7.13903983646069,4.83790985531177,5.988475,5.8,"Validation","pH"
"18328",2692,6.76708713584054,4.66593822426688,5.7165127,5.8,"Validation","pH"
"18332",2693,5.79924191341655,4.20995627536519,5.004599,4.6,"Validation","pH"
"18335",2694,8.45840570111279,5.38417890887256,6.9212923,7.1,"Validation","pH"
"18338",2695,6.15795171943823,4.37204705985865,5.2649994,5.5,"Validation","pH"
"18341",2696,6.41793331298854,4.47624412384008,5.4470887,5.4,"Validation","pH"
"18344",2697,6.86479461354993,4.71008694009998,5.787441,5.85,"Validation","pH"
"18347",2698,5.89735134614352,4.23437777983304,5.0658646,5,"Validation","pH"
"18349",2699,5.77627759436142,4.19506353875626,4.9856706,4.9,"Validation","pH"
"18353",2700,7.41223803138597,4.94738110923903,6.1798096,6.4,"Validation","pH"
"18356",2701,7.02675487887741,4.78483817684769,5.9057965,4.5,"Validation","pH"
"18358",2702,4.21480505176426,3.31340034298061,3.7641027,3.6,"Validation","pH"
"18361",2703,7.62379112917141,5.01700553220555,6.3203983,6.4,"Validation","pH"
"18365",2704,7.24398383695302,4.88293972414317,6.063462,6.1,"Validation","pH"
"18368",2705,5.6888655847281,4.14988811552825,4.919377,5.3,"Validation","pH"
"18371",2706,5.90117693110511,4.23814534977868,5.069661,5.3,"Validation","pH"
"18374",2707,4.68467902069566,3.53573514098647,4.110207,3.8,"Validation","pH"
"18377",2708,5.01959866859783,3.7731278481258,4.3963633,5,"Validation","pH"
"18380",2709,6.23999137660944,4.41792564609564,5.3289585,4.9,"Validation","pH"
"18382",2710,7.54737131092043,5.00734289196043,6.277357,6.3,"Validation","pH"
"18385",2711,4.11949633087058,3.23831082855325,3.6789036,3.5,"Validation","pH"
"18389",2712,7.87380339340122,5.15005563064664,6.5119295,6.6,"Validation","pH"
"18392",2713,5.93184281388141,4.25981520613812,5.095829,4.9,"Validation","pH"
"18395",2714,5.57121124497451,4.09089240797959,4.831052,4.7,"Validation","pH"
"18398",2715,6.38893157525984,4.4855591626552,5.4372454,5.4,"Validation","pH"
"18400",2716,4.96312881332875,3.72577880996226,4.344454,4.4,"Validation","pH"
"18404",2717,6.35540402659046,4.45871054402722,5.4070573,5.3,"Validation","pH"
"18407",2718,7.45572426748193,4.97151038217627,6.2136173,6.32,"Validation","pH"
"18409",2719,5.41418217976177,4.0062727991811,4.7102275,4.6,"Validation","pH"
"18413",2720,6.41192291767823,4.47599746196044,5.44396,5.5,"Validation","pH"
"18416",2721,9.16002707659331,5.7101435166684,7.4350853,7.5,"Validation","pH"
"18419",2722,4.93982054322604,3.74625562101957,4.343038,4.4,"Validation","pH"
"18422",2723,7.29819230705708,4.89854212134869,6.098367,6.1,"Validation","pH"
"18424",2724,6.05422336612483,4.23243778194646,5.1433306,5.6,"Validation","pH"
"18428",2725,6.56944205721401,4.57192490140415,5.5706835,5.6,"Validation","pH"
"18431",2726,6.21966647119777,4.41944027929051,5.3195534,5.1,"Validation","pH"
"18433",2727,7.50641980920038,5.00760015692511,6.25701,6.4,"Validation","pH"
"18437",2728,7.17942495669202,4.85528306637926,6.017354,6.1,"Validation","pH"
"18440",2729,6.94607219366894,4.72919597954883,5.837634,5.9,"Validation","pH"
"18443",2730,6.97535706405592,4.75725649948167,5.866307,5.7,"Validation","pH"
"18446",2731,9.50018030267346,5.83337587255847,7.666778,7.2,"Validation","pH"
"18449",2732,8.39499048585602,5.39689107542328,6.895941,6.6,"Validation","pH"
"18452",2733,9.10747776786883,5.70202864845197,7.404753,7.5,"Validation","pH"
"18455",2734,5.62368684203943,4.11945433227698,4.8715706,5.3,"Validation","pH"
"18458",2735,6.60408394520181,4.52178485210044,5.5629344,5.3,"Validation","pH"
"18461",2736,6.03770777827481,4.32190277928134,5.1798053,5.2,"Validation","pH"
"18464",2737,6.49246086736953,4.52664599755967,5.5095534,5.7,"Validation","pH"
"18467",2738,6.96778890897753,4.75510671327588,5.861448,5.9,"Validation","pH"
"18469",2739,6.74262035025539,4.61908542977391,5.680853,5.5,"Validation","pH"
"18473",2740,6.53105189451238,4.54748890748958,5.5392704,5.6,"Validation","pH"
"18476",2741,6.09370057089383,4.326850729155,5.2102757,5.1,"Validation","pH"
"18479",2742,6.56849029534347,4.57297679907791,5.5707335,5.3,"Validation","pH"
"18482",2743,6.80888475841493,4.66182981067686,5.7353573,5.6,"Validation","pH"
"18484",2744,6.98530247373165,4.75926825838505,5.8722854,5.8,"Validation","pH"
"18488",2745,7.38544701944047,4.93919325460738,6.16232,5.7,"Validation","pH"
"18490",2746,5.98285802061432,4.26907030885346,5.125964,5,"Validation","pH"
"18494",2747,6.93991244133956,4.71704899970048,5.8284807,5.7,"Validation","pH"
"18497",2748,6.39399662095982,4.48778400342983,5.4408903,5.3,"Validation","pH"
"18500",2749,5.65426991385853,4.13574244576061,4.895006,5,"Validation","pH"
"18502",2750,6.49520441426559,4.53536275492386,5.5152836,5.4,"Validation","pH"
"18506",2751,6.77394536880427,4.66188379379339,5.7179146,5.86,"Validation","pH"
"18509",2752,6.99569792268593,4.74961095335167,5.8726544,6,"Validation","pH"
"18512",2753,6.62887564301362,4.57219037413725,5.600533,5.73,"Validation","pH"
"18514",2754,6.5154495084497,4.53344728110108,5.5244484,5.5,"Validation","pH"
"18518",2755,7.666642653147,5.06718875249265,6.3669157,6.4,"Validation","pH"
"18520",2756,8.70541691818548,5.46250796279597,7.0839624,7.2,"Validation","pH"
"18523",2757,8.04253950271267,5.24327955093723,6.6429095,6.8,"Validation","pH"
"18526",2758,7.03266497162267,4.80349950286464,5.918082,6,"Validation","pH"
"18530",2759,6.7006901007331,4.61453359311456,5.657612,5.6,"Validation","pH"
"18533",2760,7.36793558174362,4.91571386283646,6.1418247,6.1,"Validation","pH"
"18536",2761,5.0943785439341,3.83394138709617,4.46416,4.6,"Validation","pH"
"18538",2762,10.2322302897376,6.12061967058959,8.176425,8.1,"Validation","pH"
"18542",2763,11.2143746662798,6.60332095139594,8.908848,8.5,"Validation","pH"
"18545",2764,8.23253749007722,5.25868679886321,6.745612,6.8,"Validation","pH"
"18548",2765,5.34840692902383,4.0102432784957,4.679325,4.6,"Validation","pH"
"18551",2766,5.51762216250328,4.06186849911781,4.7897453,5,"Validation","pH"
"18554",2767,6.03004997454211,4.23145229138806,5.130751,5.3,"Validation","pH"
"18557",2768,7.10933972187741,4.81567382029788,5.962507,5.8,"Validation","pH"
"18560",2769,4.60687356929096,3.53497976322857,4.0709267,4,"Validation","pH"
"18563",2770,7.15548887852222,4.84064301845043,5.998066,5.7,"Validation","pH"
"18566",2771,5.25788155175613,3.88139304541184,4.5696373,4.4,"Validation","pH"
"18569",2772,7.91202127756319,5.1652721184329,6.5386467,6.4,"Validation","pH"
"18572",2773,6.26254855353836,4.42474926750657,5.343649,5.4,"Validation","pH"
"18575",2774,6.2743203617877,4.41306996566592,5.343695,5.2,"Validation","pH"
"18578",2775,6.72790765095706,4.63466883372311,5.6812882,5.7,"Validation","pH"
"18580",2776,7.01430344723074,4.78355288364084,5.898928,5.7,"Validation","pH"
"18584",2777,4.45350005565803,3.44873020709832,3.9511151,3.8,"Validation","pH"
"18587",2778,6.46904534702008,4.51824312801654,5.493644,5.8,"Validation","pH"
"18590",2779,7.97970894397471,5.15021869121816,6.564964,6.7,"Validation","pH"
"18593",2780,8.01035516934041,5.22928506656046,6.61982,6.4,"Validation","pH"
"18596",2781,6.18629581495305,4.38350742296199,5.2849016,5.3,"Validation","pH"
"18599",2782,7.03502936355308,4.77265458114907,5.903842,6,"Validation","pH"
"18602",2783,6.0537073062205,4.32913094298605,5.191419,5,"Validation","pH"
"18605",2784,5.7631680735458,4.1785929432999,4.9708805,4.7,"Validation","pH"
"18608",2785,6.25714046581155,4.42085521595115,5.338998,5.1,"Validation","pH"
"18611",2786,6.7090488235873,4.63498727870762,5.672018,6.4,"Validation","pH"
"18613",2787,5.65367588290524,4.07835784664799,4.866017,4.9,"Validation","pH"
"18617",2788,8.07222666661326,5.22650895197805,6.649368,6.6,"Validation","pH"
"18620",2789,6.50964161876002,4.53392603871069,5.521784,5.4,"Validation","pH"
"18622",2790,5.8999531178686,4.24449230144292,5.0722227,5,"Validation","pH"
"18626",2791,6.44845679633956,4.49953266746659,5.4739947,5.3,"Validation","pH"
"18629",2792,9.26218440451672,5.71401951394031,7.488102,8.3,"Validation","pH"
"18632",2793,6.37822661848889,4.48140873459949,5.4298177,5.5,"Validation","pH"
"18635",2794,9.70023069613028,5.86033048398447,7.7802806,7.9,"Validation","pH"
"18638",2795,5.68752854918286,4.12275415803149,4.9051414,4.5,"Validation","pH"
"18640",2796,5.35207199259171,3.95835185842147,4.655212,4.8,"Validation","pH"
"18644",2797,6.60869255835851,4.59104594414393,5.5998693,5.3,"Validation","pH"
"18647",2798,6.33683973241123,4.45831293177334,5.3975763,5.2,"Validation","pH"
"18649",2799,6.50650134536169,4.50868496445277,5.507593,5.8,"Validation","pH"
"18652",2800,6.82683016090341,4.68198465080313,5.7544074,5.7,"Validation","pH"
"18656",2801,5.17275629828096,3.85524453332304,4.5140004,4.6,"Validation","pH"
"18659",2802,7.16802028592051,4.85331245486318,6.0106664,6.1,"Validation","pH"
"18662",2803,5.80411484820599,4.13855883496051,4.971337,5.1,"Validation","pH"
"18664",2804,6.81579890782866,4.68133243982759,5.7485657,5.9,"Validation","pH"
"18668",2805,7.44262901112077,4.91629680827621,6.179463,6.2,"Validation","pH"
"18671",2806,6.28482004331604,4.424556291828,5.354688,5.5,"Validation","pH"
"18673",2807,6.58686633174557,4.57919888431888,5.5830326,5.7,"Validation","pH"
"18677",2808,6.91770045799192,4.73546154457156,5.826581,5.68,"Validation","pH"
"18680",2809,6.71060715994559,4.62139357247629,5.6660004,6.5,"Validation","pH"
"18683",2810,5.60717906313806,4.10954342526526,4.8583612,5,"Validation","pH"
"18686",2811,6.05414324099349,4.32704419797135,5.1905937,5.9,"Validation","pH"
"18689",2812,5.57337402998671,4.09391665757433,4.8336453,5,"Validation","pH"
"18692",2813,6.98498127741381,4.75924803929762,5.8721147,6.2,"Validation","pH"
"18695",2814,4.91793896136931,3.70559810222932,4.3117685,4.2,"Validation","pH"
"18698",2815,7.09288716526912,4.81716990260198,5.9550285,6,"Validation","pH"
"18701",2816,7.25970710335228,4.8911412853196,6.075424,6.6,"Validation","pH"
"18704",2817,7.32778672749094,4.92244406169363,6.1251154,6.18,"Validation","pH"
"18707",2818,5.96690752579261,4.2607888929696,5.113848,5.3,"Validation","pH"
"18709",2819,6.40312445275669,4.4860700357687,5.4445972,5.7,"Validation","pH"
"18712",2820,6.96758182719535,4.75559036060983,5.861586,5.6,"Validation","pH"
"18716",2821,5.90954073753236,4.22775784645201,5.0686493,5.2,"Validation","pH"
"18719",2822,6.4768939061207,4.51402806806142,5.495461,5.3,"Validation","pH"
"18722",2823,6.35535766023348,4.46834801298429,5.411853,5.3,"Validation","pH"
"18725",2824,7.15178205561642,4.82094858098026,5.9863653,6.1,"Validation","pH"
"18727",2825,7.32713480271159,4.89034585677327,6.1087403,6,"Validation","pH"
"18731",2826,6.76086474396284,4.65913723967974,5.710001,6,"Validation","pH"
"18734",2827,9.24766607692678,5.72404698917429,7.4858565,8.2,"Validation","pH"
"18737",2828,6.63262667573698,4.60128579221957,5.616956,5.8,"Validation","pH"
"18740",2829,6.64251467628179,4.577374010852,5.6099443,5.4,"Validation","pH"
"18742",2830,4.49671124352815,3.41408349142668,3.9553974,3.9,"Validation","pH"
"18745",2831,7.47022728547335,4.97309298887968,6.22166,6.4,"Validation","pH"
"18749",2832,5.76047009865693,4.12939291556426,4.9449315,5,"Validation","pH"
"18752",2833,4.79191216039004,3.65707770777402,4.224495,4.3,"Validation","pH"
"18755",2834,6.49332203410633,4.53356681324475,5.5134444,5.6,"Validation","pH"
"18758",2835,8.95603312697588,5.60005913529218,7.278046,7,"Validation","pH"
"18761",2836,5.85755302545428,4.22612045171857,5.0418367,5.1,"Validation","pH"
"18764",2837,7.94702282133835,5.15986308869583,6.553443,6.4,"Validation","pH"
"18767",2838,4.76048886853763,3.64173567217282,4.2011123,4.4,"Validation","pH"
"18769",2839,4.12253345509438,3.24122510890098,3.6818793,3.6,"Validation","pH"
"18772",2840,7.04646156638074,4.78153373391223,5.9139977,6,"Validation","pH"
